path_a,split_a,stem_a,path_b,split_b,stem_b,min_phash_dist,dhash_dist,cosine_sim,good_matches,ransac_inliers,inlier_ratio,containment_a_in_b,containment_b_in_a,homography_found
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_429.jpg,train,SANAS_NUEVAS_429,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_64.jpg,val,COCO_M_A_64,-1,-1,0.8979706764221191,8,4,0.5,0.0021584255,0.002374268,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_83.jpg,train,ROYA_RECORTES_83,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_36.jpg,val,ROYA_RECORTES_36,-1,-1,0.8866413235664368,0,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_444.jpg,train,SANAS_NUEVAS_444,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_FONDO_17.jpg,val,ROYA_FONDO_17,30,11,-1.0,13,5,0.38461538461538464,0.14884205,0.07938243,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_73.jpg,train,COCO_RECORTE_73,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_99.jpg,val,COCO_RECORTE_99,-1,-1,0.8898637890815735,1,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_80.jpg,train,COCO_RECORTE_80,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_155.jpg,val,COCO_RECORTE_155,-1,-1,0.8654857277870178,1,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_77.jpg,train,SANAS_SOCORRO_77,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_462.jpg,val,SANAS_SOCORRO_462,-1,-1,0.9075779914855957,13,5,0.38461538461538464,6.2441824e-05,7.136209e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_529.jpg,train,SANAS_NUEVAS_529,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_391.jpg,val,SANAS_SOCORRO_391,-1,-1,0.9499541521072388,18,10,0.5555555555555556,0.99962914,0.7854229,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_552.jpg,train,SANAS_SOCORRO_436,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_436.jpg,test,SANAS_NUEVAS_552,10,21,0.8921336531639099,967,957,0.9896587383660806,0.91780156,0.6883512,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_31.jpg,train,MINADO_RECORTES_31,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_2.jpg,val,MINADO_RECORTES_2,-1,-1,0.8907592296600342,15,7,0.4666666666666667,2.4308967e-05,1.559861e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_414.jpg,test,SANAS_SOCORRO_414,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_464.jpg,train,SANAS_SOCORRO_464,-1,-1,0.9104707837104797,12,4,0.3333333333333333,0.00019887152,0.00017677469,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_73.jpg,test,SANAS_NUEVAS_73,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_32.jpg,train,SANAS_NUEVAS_32,-1,-1,0.8874244093894958,39,7,0.1794871794871795,0.00013647368,0.00015012105,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_94.jpg,train,SANAS_SOCORRO_94,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_257.jpg,val,SANAS_NUEVAS_257,-1,-1,0.8591575622558594,20,3,0.15,0.000110997906,0.00013117935,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_Muy_A_78.jpg,train,COCO_Muy_A_78,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_65.jpg,val,COCO_Muy_A_65,-1,-1,0.9153928756713867,22,5,0.22727272727272727,0.00044734954,0.0005591869,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_77.jpg,test,MINADOR_77,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADOR_51.jpg,train,MINADOR_51,-1,-1,0.861993670463562,25,5,0.2,7.064254e-09,7.947286e-09,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_RECORTE_144.jpg,test,COCO_RECORTE_144,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_41.jpg,train,COCO_RECORTE_41,-1,-1,0.9365946054458618,6,4,0.6666666666666666,0.007888755,0.010518339,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_147.jpg,test,MINEIRO_147,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADOR_61.jpg,val,MINADOR_61,-1,-1,0.8842357993125916,20,6,0.3,0.00030682088,0.00030682088,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_29.jpg,test,MINADOR_29,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_124.jpg,train,MINEIRO_124,-1,-1,0.90667325258255,20,6,0.3,0.004196307,0.004196307,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_154.jpg,train,SANAS_SOCORRO_154,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_312.jpg,val,SANAS_NUEVAS_312,-1,-1,0.8888416290283203,23,5,0.21739130434782608,0.00015181917,0.00015181917,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_42.jpg,test,MINADOR_42,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_126.jpg,train,MINEIRO_126,-1,-1,0.9130694270133972,31,8,0.25806451612903225,0.00029182434,0.00029182434,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_31.jpg,train,COCO_M_A_31,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_Muy_A_98.jpg,val,COCO_Muy_A_98,-1,-1,0.89161217212677,14,5,0.35714285714285715,0.00011362712,0.00011362712,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_419.jpg,test,SANAS_NUEVAS_419,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_414.jpg,train,SANAS_NUEVAS_414,-1,-1,0.9064505100250244,24,7,0.2916666666666667,2.7211507e-05,2.332415e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_M_A_49.jpg,train,COCO_M_A_49,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_M_A_103.jpg,val,COCO_M_A_103,-1,-1,0.9233093857765198,12,4,0.3333333333333333,0.1627671,0.1627671,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_169.jpg,test,SANAS_NUEVAS_169,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_164.jpg,train,SANAS_NUEVAS_164,-1,-1,0.9360820651054382,7,4,0.5714285714285714,0.70454806,0.54196006,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_261.jpg,train,SANAS_SOCORRO_261,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_445.jpg,val,SANAS_NUEVAS_445,-1,-1,0.909072756767273,9,4,0.4444444444444444,0.0063441196,0.008458827,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_54.jpg,train,MINEIRO_54,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_80.jpg,val,MINEIRO_80,-1,-1,0.9367038607597351,23,5,0.21739130434782608,0.03359956,0.038399495,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_164.jpg,test,SANAS_SOCORRO_164,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_154.jpg,train,SANAS_SOCORRO_154,-1,-1,0.8879900574684143,902,555,0.61529933481153,0.624429,0.624429,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_202.jpg,train,SANAS_SOCORRO_202,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_377.jpg,val,SANAS_NUEVAS_377,-1,-1,0.9311486482620239,73,51,0.6986301369863014,0.9245336,0.79245734,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_483.jpg,test,SANAS_SOCORRO_483,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_495.jpg,train,SANAS_NUEVAS_495,-1,-1,0.9425375461578369,5,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_169.jpg,test,SANAS_NUEVAS_169,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_234.jpg,train,SANAS_NUEVAS_234,-1,-1,0.9143467545509338,12,5,0.4166666666666667,0.033377334,0.020539898,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_510.jpg,test,SANAS_NUEVAS_510,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_360.jpg,train,SANAS_NUEVAS_360,-1,-1,0.9442342519760132,9,5,0.5555555555555556,0.2652643,0.19452716,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_106.jpg,train,COCO_RECORTE_106,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_105.jpg,val,COCO_RECORTE_105,-1,-1,0.9020503759384155,4,4,1.0,0.0010522787,0.00078920904,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_414.jpg,train,SANAS_NUEVAS_414,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_413.jpg,val,SANAS_NUEVAS_413,-1,-1,0.9031175374984741,20,6,0.3,0.50061417,0.542332,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_62.jpg,val,MINEIRO_80,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_80.jpg,test,MINEIRO_62,26,12,-1.0,24,7,0.2916666666666667,0.015630564,0.015630564,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_26.jpg,test,SANAS_SOCORRO_26,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_322.jpg,val,SANAS_NUEVAS_322,-1,-1,0.9390599727630615,45,0,0.0,0.0024528503,0.0024528503,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_RECORTE_58.jpg,test,COCO_RECORTE_58,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_2.jpg,train,COCO_RECORTE_2,-1,-1,0.878119945526123,6,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINADO_RECORTES_76.jpg,train,MINADO_RECORTES_76,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINADO_RECORTES_81.jpg,val,MINADO_RECORTES_81,-1,-1,0.9012564420700073,5,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_307.jpg,train,SANAS_SOCORRO_307,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_413.jpg,val,SANAS_SOCORRO_413,-1,-1,0.9516656994819641,11,4,0.36363636363636365,0.02734915,0.035163194,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_317.jpg,train,SANAS_SOCORRO_317,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_469.jpg,val,SANAS_NUEVAS_469,-1,-1,0.9487316608428955,1004,983,0.9790836653386454,0.99915504,1.3988171,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_77.jpg,test,MINADOR_77,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_163.jpg,train,MINEIRO_163,-1,-1,0.9248074889183044,16,5,0.3125,5.2054725e-06,5.2054725e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\ROYA_FONDO_8.jpg,test,ROYA_FONDO_8,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_FONDO_45.jpg,train,ROYA_FONDO_45,-1,-1,0.9388245344161987,31,10,0.3225806451612903,3.0305651e-05,3.4093857e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_10.jpg,test,SANAS_NUEVAS_10,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_17.jpg,train,SANAS_NUEVAS_17,-1,-1,0.8817214369773865,9,4,0.4444444444444444,0.02476328,0.02723961,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_162.jpg,train,SANAS_NUEVAS_162,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_167.jpg,val,SANAS_NUEVAS_167,-1,-1,0.8934587836265564,9,4,0.4444444444444444,0.06005667,0.07721572,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_P_A_39.jpg,test,COCO_P_A_39,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_P_A_47.jpg,train,COCO_P_A_47,-1,-1,0.9332001209259033,15,5,0.3333333333333333,0.006791992,0.007546658,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_277.jpg,train,SANAS_NUEVAS_277,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_149.jpg,val,SANAS_NUEVAS_149,-1,-1,0.9467042684555054,4,4,1.0,8.049989e-06,7.47499e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_402.jpg,train,SANAS_SOCORRO_402,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_456.jpg,val,SANAS_SOCORRO_456,-1,-1,0.930269181728363,28,5,0.17857142857142858,0.05837074,0.05837074,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_67.jpg,train,MINEIRO_67,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_FONDO_40.jpg,val,ROYA_FONDO_40,24,11,-1.0,25,7,0.28,3.17185e-06,3.5683313e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_54.jpg,train,MINEIRO_54,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\MINEIRO_50.jpg,val,MINEIRO_50,22,12,-1.0,21,5,0.23809523809523808,0.00014042854,0.00016048977,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_241.jpg,test,SANAS_SOCORRO_241,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_246.jpg,train,SANAS_SOCORRO_246,-1,-1,0.8849185705184937,26,10,0.38461538461538464,0.78521466,0.9422576,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_1.jpg,train,SANAS_SOCORRO_1,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_16.jpg,val,SANAS_SOCORRO_16,-1,-1,0.9073696732521057,20,9,0.45,1.0,0.8181818,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_227.jpg,train,SANAS_SOCORRO_227,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_230.jpg,val,SANAS_SOCORRO_230,-1,-1,0.9279880523681641,301,246,0.8172757475083057,0.91524905,0.9984535,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_138.jpg,test,SANAS_SOCORRO_138,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_260.jpg,train,SANAS_NUEVAS_260,-1,-1,0.951334536075592,5,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_RECORTE_124.jpg,test,COCO_RECORTE_124,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_110.jpg,train,COCO_RECORTE_110,-1,-1,0.8940966129302979,17,6,0.35294117647058826,0.0008514404,0.00060817174,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_320.jpg,train,SANAS_SOCORRO_320,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_510.jpg,val,SANAS_SOCORRO_510,-1,-1,0.93302983045578,11,4,0.36363636363636365,1.3589859e-05,1.4948845e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_34.jpg,test,MINADOR_34,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_7.jpg,train,MINEIRO_7,-1,-1,0.9120495319366455,13,4,0.3076923076923077,2.9802322e-07,2.9802322e-07,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_302.jpg,train,SANAS_SOCORRO_302,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_301.jpg,val,SANAS_SOCORRO_301,-1,-1,0.9363377690315247,191,165,0.8638743455497382,0.8424325,1.3238225,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_366.jpg,test,SANAS_SOCORRO_366,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_461.jpg,train,SANAS_SOCORRO_461,-1,-1,0.9057885408401489,8,4,0.5,0.095648095,0.095648095,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_300.jpg,train,SANAS_SOCORRO_300,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_353.jpg,val,SANAS_SOCORRO_353,-1,-1,0.9603261947631836,9,4,0.4444444444444444,0.00023519342,0.00019900982,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_395.jpg,train,SANAS_SOCORRO_395,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_413.jpg,val,SANAS_SOCORRO_413,-1,-1,0.9210187792778015,12,0,0.0,0.00023036533,0.000296184,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_SOCORRO_141.jpg,test,SANAS_SOCORRO_141,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_310.jpg,train,SANAS_NUEVAS_310,-1,-1,0.8658466935157776,18,6,0.3333333333333333,0.019763535,0.02854733,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_122.jpg,test,SANAS_NUEVAS_122,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_88.jpg,train,SANAS_NUEVAS_88,-1,-1,0.9208889007568359,16,4,0.25,0.037784416,0.037784416,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_187.jpg,train,SANAS_SOCORRO_187,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_SOCORRO_186.jpg,val,SANAS_SOCORRO_186,-1,-1,0.9463503360748291,151,134,0.8874172185430463,0.80246437,0.4681042,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_169.jpg,test,SANAS_NUEVAS_169,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_NUEVAS_137.jpg,train,SANAS_NUEVAS_137,-1,-1,0.9251543283462524,9,4,0.4444444444444444,0.016914602,0.018215725,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\SANAS_NUEVAS_362.jpg,test,SANAS_NUEVAS_362,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_179.jpg,train,SANAS_SOCORRO_179,-1,-1,0.9459248781204224,11,6,0.5454545454545454,0.00517426,0.0061150347,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\COCO_RECORTE_89.jpg,train,COCO_RECORTE_89,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\COCO_RECORTE_91.jpg,val,COCO_RECORTE_91,-1,-1,0.9113948941230774,2,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_91.jpg,train,ROYA_RECORTES_91,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\ROYA_RECORTES_28.jpg,val,ROYA_RECORTES_28,-1,-1,0.899144172668457,5,0,0.0,0.0,0.0,False
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\SANAS_SOCORRO_125.jpg,train,SANAS_SOCORRO_125,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_312.jpg,val,SANAS_NUEVAS_312,-1,-1,0.9312716722488403,21,8,0.38095238095238093,0.16457212,0.12068622,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINEIRO_62.jpg,test,MINEIRO_62,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_93.jpg,train,MINEIRO_93,-1,-1,0.9039344787597656,26,6,0.23076923076923078,5.642573e-05,5.642573e-05,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_102.jpg,train,MINEIRO_102,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\val\SANAS_NUEVAS_494.jpg,val,SANAS_NUEVAS_494,-1,-1,0.9140700101852417,34,6,0.17647058823529413,3.390842e-08,4.6238753e-08,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\COCO_RECORTE_45.jpg,test,COCO_RECORTE_45,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\ROYA_RECORTES_58.jpg,train,ROYA_RECORTES_58,-1,-1,0.8570509552955627,7,4,0.5714285714285714,1.1908702e-06,4.83791e-06,True
C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\test\MINADOR_16.jpg,test,MINADOR_16,C:\Users\luise\OneDrive\Documentos\DECAFIA_v2\01_dataset\decafia_clean\images\train\MINEIRO_71.jpg,train,MINEIRO_71,-1,-1,0.9220068454742432,20,7,0.35,0.24022684,0.24022684,True
